train_0,train_1,train_2,train_3,train_4,valid_0,valid_1,valid_2,valid_3,valid_4,test_0,test_1,test_2,test_3,test_4,
247,0,-0.775857271,-2.822476396,-2.5558512,-2.406726982,-0.664804441,0,0,0,0,0,0,0,0,0
248,0,-0.73145653,-1.136065507,-2.261221746,-1.900869341,-1.507368969,0,0,0,0,0,0,0,0,0
249,0,-0.686593988,-1.133796637,-0.439929818,-0.678882691,-2.067535087,0,0,0,0,0,0,0,0,0
250,0,0.027187493,-0.565729841,-2.410928636,-0.475462682,-1.61694528,0,0,0,0,0,0,0,0,0
251,0,1.511804366,1.1465177,1.121052196,0.509767073,-1.423844293,0,0,0,0,0,0,0,0,0
252,0,-1.701680281,-1.473670853,-2.330131171,-1.872858163,-2.963129259,0,0,0,0,0,0,0,0,0
253,0,-3.090016199,-3.64825011,-4.107396159,-4.000367366,-2.105888584,0,0,0,0,0,0,0,0,0
254,0,-0.338437335,-1.627196946,-1.178349159,-0.846070443,-2.01872163,0,0,0,0,0,0,0,0,0
255,0,0.521319487,-1.203325642,-1.492278539,-0.708687097,-1.149551858,0,0,0,0,0,0,0,0,0
256,0,0.46078984,-0.474582907,-0.354406618,-0.261893656,0.227123923,0,0,0,0,0,0,0,0,0
257,0,0.431668679,-0.57803793,0.010822381,0.259199506,-1.264969887,0,0,0,0,0,0,0,0,0
258,0,-1.268457155,-1.436188366,-1.918135911,-0.842413863,-1.385763448,0,0,0,0,0,0,0,0,0
259,0,0.373935674,-0.62161564,-0.951468168,-0.107326319,-1.279630809,0,0,0,0,0,0,0,0,0
260,0,0.312740775,-0.689358337,-1.923443166,-1.214226644,-1.627936935,0,0,0,0,0,0,0,0,0
261,0,0.519456135,-0.121509755,0.611643852,-0.101791162,-1.347008125,0,0,0,0,0,0,0,0,0
262,0,-0.228694711,-1.604549768,-1.82442162,-1.480697522,-1.474261369,0,0,0,0,0,0,0,0,0
263,0,-1.100991676,-0.990414948,-1.878091604,-0.535047505,-1.635609019,0,0,0,0,0,0,0,0,0
264,0,-0.550274953,-1.261742352,-1.851081072,-1.056932788,-2.331135739,0,0,0,0,0,0,0,0,0
265,0,0.650101612,0.278509351,-0.371442057,-0.219279224,-0.569214803,0,0,0,0,0,0,0,0,0
266,0,0.266932486,-0.770219235,-1.515282333,-0.793015426,-1.816631665,0,0,0,0,0,0,0,0,0
267,0,-1.496025542,-1.874818397,-2.82683652,-2.68228741,-1.224803785,0,0,0,0,0,0,0,0,0
268,0,0.450632519,-0.004813353,0.287129949,0.206323028,-1.003114253,0,0,0,0,0,0,0,0,0
269,0,-0.705425885,-0.704396174,-2.379580817,-1.946926754,-0.643262172,0,0,0,0,0,0,0,0,0
270,0,0.411219324,-0.201201156,-0.545417043,-0.909410573,0.114512687,0,0,0,0,0,0,0,0,0
271,0,-0.400730224,-0.930491502,-0.947864642,-0.811237893,-1.750536874,0,0,0,0,0,0,0,0,0
272,0,-0.127288038,-0.226633905,-0.867311457,-0.57874747,-0.942747459,0,0,0,0,0,0,0,0,0
273,0,-0.712265249,-1.710210457,-2.261578592,-0.867785254,-2.748380125,0,0,0,0,0,0,0,0,0
274,0,0.944148624,1.039357195,0.479654953,-0.074130603,-2.144869734,0,0,0,0,0,0,0,0,0
275,0,-0.497482438,-0.638699058,-1.248348731,-0.166560062,-1.269985574,0,0,0,0,0,0,0,0,0
276,0,0.898079216,0.14289063,0.284688077,0.421579174,-2.226167521,0,0,0,0,0,0,0,0,0
277,0,0.108859427,-0.158364358,-0.801111481,-0.032415322,-0.500731655,0,0,0,0,0,0,0,0,0
278,0,-1.951675556,-2.809740876,-3.333352493,-3.227467824,-2.479317901,0,0,0,0,0,0,0,0,0
279,0,0.298590556,-0.970061553,-0.881714491,-0.89243926,-0.733805212,0,0,0,0,0,0,0,0,0
280,0,-0.101501902,-0.368865012,-0.943572335,-0.996191847,-0.748393704,0,0,0,0,0,0,0,0,0
281,0,0.12886405,-0.676096197,-1.167057402,-0.582563674,-1.195755054,0,0,0,0,0,0,0,0,0
282,0,0.229470298,-0.74226388,-1.271850772,-0.90414161,-2.046073092,0,0,0,0,0,0,0,0,0
283,0,-0.870754899,-2.203918941,-1.490011053,-1.112518255,-1.313477476,0,0,0,0,0,0,0,0,0
284,0,0.240243047,-0.161402743,-0.77062706,-0.839081143,-1.285844597,0,0,0,0,0,0,0,0,0
285,-1.579021752,0,-0.211137958,-0.884558651,-1.02250391,0,-0.416765478,0,0,0,0,0,0,0,0
286,-1.194114529,0,-0.333946652,-0.73570178,-0.94932386,0,0.304666865,0,0,0,0,0,0,0,0
287,0,-0.436513134,-0.307349943,-1.208204774,-0.693317556,-0.987410703,0,0,0,0,0,0,0,0,0
288,-1.257993042,0,-0.166109333,-0.3821922,-1.551028336,0,-0.226359869,0,0,0,0,0,0,0,0
289,-1.40976143,0,-0.786493925,-1.519613392,-0.166530536,0,0.544599162,0,0,0,0,0,0,0,0
290,-2.654895351,0,-1.888274299,-1.783386124,-2.113168298,0,-0.115485116,0,0,0,0,0,0,0,0
291,-2.432722566,0,-1.208235222,-1.708791606,-0.983827475,0,-0.934216361,0,0,0,0,0,0,0,0
292,-2.149159965,0,-2.471858264,-2.47242825,-1.822524129,0,-0.637143881,0,0,0,0,0,0,0,0
293,-2.180623811,0,-1.178047442,-2.359793023,-1.228204322,0,-0.801015061,0,0,0,0,0,0,0,0
294,-0.767548538,0,-1.060277964,-1.514075929,-0.646346229,0,-0.378256509,0,0,0,0,0,0,0,0
295,0,-0.244629854,-0.574731506,-0.740072515,-0.370240728,0.150061698,0,0,0,0,0,0,0,0,0
296,-2.361560186,0,-1.689721888,-1.703979599,-1.181698025,0,-0.806488398,0,0,0,0,0,0,0,0
297,-1.116460404,0,-0.733961145,-1.992204963,-1.102851337,0,-0.351915382,0,0,0,0,0,0,0,0
298,-1.849392568,0,-0.831496714,-1.044554576,-0.855745203,0,-0.379676514,0,0,0,0,0,0,0,0
299,0,-0.304025989,-0.266011577,-0.253845581,-0.253509264,-1.53946831,0,0,0,0,0,0,0,0,0
300,-2.757243158,0,-2.209769424,-2.85937252,-1.970915278,0,-1.088891652,0,0,0,0,0,0,0,0
301,-1.649475052,0,-1.629615752,-1.867905679,-2.171428152,0,0.968418335,0,0,0,0,0,0,0,0
302,0,0.477742238,-0.085278422,-0.569484687,-1.003847784,-1.209856832,0,0,0,0,0,0,0,0,0
303,-1.76197649,0,-1.084147232,-2.500021223,-1.881541734,0,0.370854385,0,0,0,0,0,0,0,0
304,-1.6911961,0,-1.167293147,-2.257843814,-1.969577853,0,1.023740838,0,0,0,0,0,0,0,0
305,-0.996163706,0,-0.443368646,-1.350016061,-0.249301844,0,-0.609140546,0,0,0,0,0,0,0,0
306,-1.435234777,0,-1.232037134,-1.153545678,0.016871009,0,-0.04452365,0,0,0,0,0,0,0,0
307,-1.474171407,0,-0.903503577,-1.668842565,-0.974348323,0,-1.177424172,0,0,0,0,0,0,0,0
308,-0.889336749,0,-0.292392379,-1.169861888,-0.781850538,0,-0.798335137,0,0,0,0,0,0,0,0
309,-0.700198903,0,-0.807537024,-0.734646235,-0.457882862,0,0.047414482,0,0,0,0,0,0,0,0
310,-1.531560944,0,-0.435876024,-0.352051477,-0.279079953,0,0.401382172,0,0,0,0,0,0,0,0
311,-0.364980991,0,0.939780657,0.807309659,0.113705803,0,0.400918987,0,0,0,0,0,0,0,0
312,0.5304065,0,0.955692272,-0.153960407,0.890428816,0,-0.248733011,0,0,0,0,0,0,0,0
313,-1.441291709,0,-0.482985753,-1.590882803,-0.57537323,0,-0.32300736,0,0,0,0,0,0,0,0
314,-0.542776333,0,-0.087454562,-0.687178967,-0.47747597,0,-1.355267032,0,0,0,0,0,0,0,0
315,-2.277061622,0,-0.927448043,-2.017519609,-1.600225167,0,-1.178928602,0,0,0,0,0,0,0,0
316,-1.747428135,0,-1.358500103,-1.260735708,-1.027078557,0,0.175360197,0,0,0,0,0,0,0,0
317,-2.530331488,0,-1.685638107,-2.50446162,-1.448683759,0,-1.412997268,0,0,0,0,0,0,0,0
318,-1.09312952,0,-1.72153543,-0.684005409,-1.014189641,0,-0.84469565,0,0,0,0,0,0,0,0
319,-1.82882857,0,-1.772424917,-2.189411876,-1.505662472,0,-0.625622377,0,0,0,0,0,0,0,0
320,-1.135958015,0,-1.17348479,-1.807640841,-0.689018791,0,-0.490770864,0,0,0,0,0,0,0,0
321,-2.760793169,0,-1.503525546,-1.718241463,-1.60648532,0,0.6049535,0,0,0,0,0,0,0,0
322,-2.636561701,0,-1.581244488,-2.45146773,-2.368135664,0,-0.316114018,0,0,0,0,0,0,0,0
323,-1.164462826,0,-0.62973753,-0.659252676,-1.874924735,0,-0.15573472,0,0,0,0,0,0,0,0
324,-2.101183147,0,-2.482894208,-3.170111042,-2.153630349,0,-0.375858003,0,0,0,0,0,0,0,0
325,-0.497802147,0,-0.892354835,-1.070530783,-1.197031581,0,0.724932797,0,0,0,0,0,0,0,0
326,-1.152725415,0,-0.644753684,-0.403187782,-0.859031789,0,0.211598911,0,0,0,0,0,0,0,0
327,-2.235677583,0,-2.301732929,-1.40063059,-0.927169855,0,0.469485637,0,0,0,0,0,0,0,0
328,-1.911681304,0,-0.8373931,-1.300117993,-0.809296575,0,0.135481049,0,0,0,0,0,0,0,0
329,-0.798538588,0,-1.070475883,-1.493158314,-1.091121769,0,-0.082698609,0,0,0,0,0,0,0,0
330,-3.206317232,0,-2.678743628,-2.986038017,-2.048428001,0,-1.427130879,0,0,0,0,0,0,0,0
331,0.095487027,0,-0.026476032,-0.838891532,0.215365752,0,-0.646523384,0,0,0,0,0,0,0,0
332,-1.214394572,0,-0.245175619,-1.105619377,-0.370786954,0,0.085856094,0,0,0,0,0,0,0,0
333,-1.260270678,0,-0.175379037,-0.690511225,-0.530530987,0,-0.210691381,0,0,0,0,0,0,0,0
334,-2.412511032,0,-2.198409158,-1.813117408,-1.719998476,0,-1.248857127,0,0,0,0,0,0,0,0
335,-1.933581573,0,-0.621256717,-1.226723421,-1.107228069,0,0.407165068,0,0,0,0,0,0,0,0
336,-2.566177602,0,-1.930351501,-2.141189395,-1.633256416,0,-0.898866649,0,0,0,0,0,0,0,0
337,-1.84714515,0,-0.43609516,-1.498951821,-0.581460611,0,-0.875377064,0,0,0,0,0,0,0,0
338,-2.042059203,0,-1.567509706,-1.019255154,-0.777960058,0,-0.899794865,0,0,0,0,0,0,0,0
339,-1.346757156,0,0.403191547,-0.933669673,-0.422795652,0,-0.798525209,0,0,0,0,0,0,0,0
340,-2.306747003,0,-1.156799047,-0.667251849,-0.652691499,0,-0.034119973,0,0,0,0,0,0,0,0
341,-0.515338601,0,-0.387592646,0.202913725,0.450203934,0,0.308715584,0,0,0,0,0,0,0,0
342,-0.937288885,0,-1.716254472,-1.175572815,-0.19714321,0,-0.170985235,0,0,0,0,0,0,0,0
343,-2.179807239,0,-1.49434119,-2.371575646,-2.03051394,0,-0.380034975,0,0,0,0,0,0,0,0
344,-0.912822182,0,-0.990464312,-0.815184195,-0.70966606,0,-1.563772622,0,0,0,0,0,0,0,0
345,-1.588064246,0,-0.249300921,-1.859737886,-1.156501483,0,0.6903526,0,0,0,0,0,0,0,0
346,-1.683301882,0,-0.859690583,-1.675254959,-0.509761924,0,0.517074237,0,0,0,0,0,0,0,0
347,-1.47154546,0,-1.957833522,-2.242393078,-1.387541453,0,-1.169527416,0,0,0,0,0,0,0,0
348,-1.548659356,0,-1.246791247,-1.160863913,-0.056736703,0,0.821764362,0,0,0,0,0,0,0,0
349,-1.71821309,0,-1.418817072,-1.284126105,-1.008798423,0,-0.017827753,0,0,0,0,0,0,0,0
350,-1.872438113,0,-1.134645964,-2.243655996,-1.606412659,0,-0.892899216,0,0,0,0,0,0,0,0
351,-1.034388489,0,-0.487154421,-0.751966782,-0.176797196,0,0.815561185,0,0,0,0,0,0,0,0
352,-0.44330452,0,-1.608879674,-1.44920415,-1.379788635,0,-0.198421122,0,0,0,0,0,0,0,0
353,-0.624412744,0,-0.925285281,-1.254200367,-0.616794637,0,0.529487972,0,0,0,0,0,0,0,0
354,-2.039582039,0,-1.042723517,-2.118901831,-2.241804178,0,-1.376568943,0,0,0,0,0,0,0,0
355,-1.887941903,0,-1.86906295,-2.141882097,-1.361277831,0,-1.183785127,0,0,0,0,0,0,0,0
356,-1.474763768,0,-0.894365355,-0.809315028,-1.055766982,0,0.332728329,0,0,0,0,0,0,0,0
357,-2.969061399,0,-2.197368836,-2.951624363,-2.468602819,0,-0.529107753,0,0,0,0,0,0,0,0
358,-0.233415602,0,0.424498072,-1.208606139,0.554715886,0,1.258586862,0,0,0,0,0,0,0,0
359,-0.171876082,0,0.727949499,-0.185837152,-0.268274449,0,0.750816736,0,0,0,0,0,0,0,0
360,0.24967422,0,0.363759899,0.030868986,-0.219539881,0,0.45216186,0,0,0,0,0,0,0,0
361,-1.291338233,0,-1.027416719,-0.267773895,-0.53544518,0,0.335567876,0,0,0,0,0,0,0,0
362,-1.124130642,0,-0.826519779,-1.070857873,-0.632542015,0,-0.291288854,0,0,0,0,0,0,0,0
363,-1.330906899,0,-1.241008351,-1.713131892,-1.360796653,0,-0.886746787,0,0,0,0,0,0,0,0
364,-1.953835319,0,-2.63770075,-2.837848704,-2.236400734,0,-1.090468973,0,0,0,0,0,0,0,0
365,-1.457355105,0,-1.679687283,-2.080707035,-1.314474431,0,0.06763778,0,0,0,0,0,0,0,0
366,-2.583001978,0,-1.940148978,-2.782957554,-2.424404606,0,-2.903393117,0,0,0,0,0,0,0,0
367,-0.822489052,0,-0.237678384,-0.343845162,-0.627572,0,0.180005429,0,0,0,0,0,0,0,0
368,-2.751233974,0,-1.505847931,-2.626031156,-1.343954977,0,-1.018924373,0,0,0,0,0,0,0,0
369,0.735635422,0,0.582913907,0.009323487,-0.09072131,0,0.605089134,0,0,0,0,0,0,0,0
370,-0.864810995,0,-0.095007159,-0.078886557,-0.735625198,0,0.001314626,0,0,0,0,0,0,0,0
371,-0.261331744,0,0.276391801,0.828042276,0.655552343,0,-0.498412961,0,0,0,0,0,0,0,0
372,-0.950188873,0,-1.461037982,-1.343793969,-0.452605594,0,0.470381098,0,0,0,0,0,0,0,0
373,-2.289711794,0,-0.631779882,-1.55289561,-0.561376176,0,0.285062685,0,0,0,0,0,0,0,0
374,-0.532163669,0,0.439759659,-0.826318635,-0.037695358,0,0.356528395,0,0,0,0,0,0,0,0
375,-1.560045918,0,-0.360989939,-0.554823765,-0.740672257,0,-1.788255567,0,0,0,0,0,0,0,0
376,-0.366465122,0,-0.615349259,0.369704726,0.282007231,0,-0.695019439,0,0,0,0,0,0,0,0
377,-2.869094337,0,-1.273265702,-2.464126668,-1.725973751,0,-0.170539581,0,0,0,0,0,0,0,0
378,-2.01297864,0,-0.804865404,-2.605386423,-1.619679642,0,-0.553155098,0,0,0,0,0,0,0,0
379,-1.886653381,0,-0.772817502,-1.665934508,-0.812260222,0,0.048641646,0,0,0,0,0,0,0,0
380,-1.113607017,0,-0.098779074,-1.138154916,-0.505836843,0,-0.156492702,0,0,0,0,0,0,0,0
381,-1.195944203,0,0.375870996,-0.125234152,0.025848223,0,0.189502573,0,0,0,0,0,0,0,0
382,-1.578555338,0,-1.264787196,-1.480862221,-0.637709945,0,0.549234706,0,0,0,0,0,0,0,0
383,-0.597589978,0,0.258298048,-0.94190413,-0.758028327,0,-0.109160607,0,0,0,0,0,0,0,0
384,-0.798225338,0,-1.308657857,-1.899341844,-1.341164793,0,0.197660447,0,0,0,0,0,0,0,0
385,-0.56030356,0,-0.666037602,-0.458536581,-0.414086015,0,-0.055471247,0,0,0,0,0,0,0,0
386,-1.287574621,0,-0.959243592,-0.999292513,-0.852860445,0,-0.584910972,0,0,0,0,0,0,0,0
387,-2.010238742,0,-1.358713703,-2.04239898,-1.476664027,0,-0.777310492,0,0,0,0,0,0,0,0
388,-0.658615104,0,-0.285431682,0.120357864,-0.19862365,0,0.48762414,0,0,0,0,0,0,0,0
389,-1.392924367,0,-0.308215878,-0.297138183,-0.358775507,0,0.768337966,0,0,0,0,0,0,0,0
390,-1.77305926,0,-1.920606156,-1.437248064,-1.794563007,0,-1.875685946,0,0,0,0,0,0,0,0
391,-1.963980185,0,-0.73339139,0.276845298,-1.376556487,0,0.214752631,0,0,0,0,0,0,0,0
392,-0.393988202,0,-0.236549485,-0.449745287,0.109570813,0,0.731842747,0,0,0,0,0,0,0,0
393,-0.447214376,0,0.967039851,0.448404708,1.153942044,0,-0.188381903,0,0,0,0,0,0,0,0
394,-0.846940069,0,-0.341756676,-0.698599437,-0.441963866,0,0.222971864,0,0,0,0,0,0,0,0
395,-1.958358988,0,-1.533235377,-2.912179797,-1.115868044,0,-0.209281064,0,0,0,0,0,0,0,0
396,-1.025420963,0,-0.637551244,-0.99880257,-0.35145312,0,0.035079174,0,0,0,0,0,0,0,0
397,-1.330171523,0,-0.632452977,-1.393859503,-1.475378273,0,-0.680302695,0,0,0,0,0,0,0,0
398,-0.407495313,0,-0.603954163,-0.724547042,-0.116146678,0,-0.181121796,0,0,0,0,0,0,0,0
399,-0.859103758,0,-0.601495682,-2.478620355,-1.090624444,0,0.176209524,0,0,0,0,0,0,0,0
400,-0.808066181,0,-0.756196346,-1.151708622,-0.75289223,0,0.460836897,0,0,0,0,0,0,0,0
401,-0.838563058,0,-0.716538641,-0.678846245,-0.529165882,0,0.073682256,0,0,0,0,0,0,0,0
402,-0.790737791,0,-0.376827739,-1.737663183,-0.782711399,0,0.128604316,0,0,0,0,0,0,0,0
403,-0.124681467,0,-1.137301898,-0.82529446,-0.050220276,0,-0.605177175,0,0,0,0,0,0,0,0
404,-2.174851525,0,-1.87460272,-2.315306473,-1.903389872,0,-0.202307911,0,0,0,0,0,0,0,0
405,-0.457694174,0,-0.988305702,-0.547588109,-0.930194399,0,-0.267967197,0,0,0,0,0,0,0,0
406,-1.408024024,0,-1.230102736,-1.407519779,-1.085650277,0,-0.976633801,0,0,0,0,0,0,0,0
407,-1.273397183,0,-0.66713836,-0.116467309,-0.714774477,0,0.400202987,0,0,0,0,0,0,0,0
408,-2.613141548,0,-1.747958214,-3.114631222,-1.616441267,0,0.055672005,0,0,0,0,0,0,0,0
409,-2.090083078,0,-1.857842932,-2.379490855,-1.600363339,0,-1.071825303,0,0,0,0,0,0,0,0
410,-0.698695396,0,0.07117395,-0.71793604,-0.438462296,0,-0.04022673,0,0,0,0,0,0,0,0
411,-1.935564412,0,-1.168527231,-2.214680157,-1.503089118,0,0.761179816,0,0,0,0,0,0,0,0
412,-1.491017236,0,-0.567614415,-1.01350732,-1.287758696,0,-0.386851273,0,0,0,0,0,0,0,0
413,-2.413472925,0,-1.576336523,-2.276154397,-0.988038586,0,-0.788080934,0,0,0,0,0,0,0,0
414,-0.313965558,0,0.130422456,0.111091851,0.600573539,0,-0.746765174,0,0,0,0,0,0,0,0
415,-0.340301149,0,0.095221757,-0.453200262,-0.008166833,0,1.064344751,0,0,0,0,0,0,0,0
416,-0.77771278,0,0.220279022,0.379143741,0.499815509,0,0.103862654,0,0,0,0,0,0,0,0
417,-1.430101908,0,-0.396714721,-0.581885043,-0.538474799,0,-0.954237592,0,0,0,0,0,0,0,0
418,-2.06202046,0,-1.706916259,-2.216845225,-1.304595759,0,-0.837739567,0,0,0,0,0,0,0,0
419,-0.576408015,0,0.171169846,0.094094703,-0.397385509,0,1.067689465,0,0,0,0,0,0,0,0
420,-1.937810445,0,-1.907645041,-2.355022999,-1.578155587,0,-0.384506743,0,0,0,0,0,0,0,0
421,-0.295310354,0,-0.971160464,-1.544563118,-0.189473895,0,-0.045837085,0,0,0,0,0,0,0,0
422,-2.24444581,0,-0.331174922,-0.583620604,-1.264031982,0,-0.219341043,0,0,0,0,0,0,0,0
423,-0.66746914,0,-0.784366686,-0.665918577,-0.712097322,0,0.288322974,0,0,0,0,0,0,0,0
424,-1.407353235,0,-0.05735536,-0.50377327,-0.412668318,0,-0.037927873,0,0,0,0,0,0,0,0
425,-2.804662907,0,-1.728264073,-3.124493517,-2.610400958,0,-1.513666259,0,0,0,0,0,0,0,0
426,-0.597662408,0,0.387673917,0.623300067,0.216783911,0,-0.402467169,0,0,0,0,0,0,0,0
427,-1.656143029,0,-1.199084083,-2.445782869,-1.450652758,0,-0.158916582,0,0,0,0,0,0,0,0
428,-0.319841183,0,-0.056367631,-0.629848251,-0.07138886,0,0.096864127,0,0,0,0,0,0,0,0
429,0.620602612,0,-0.46889274,0.461713443,-0.278315513,0,1.12681018,0,0,0,0,0,0,0,0
430,-0.835938495,0,-1.29344425,-2.052402906,-0.961437263,0,0.273226086,0,0,0,0,0,0,0,0
431,-1.311799121,0,-0.394608704,-1.930852286,-1.063546096,0,-0.009339559,0,0,0,0,0,0,0,0
432,-0.788860599,0,-0.44326346,-0.425273048,-0.27284356,0,-0.204666281,0,0,0,0,0,0,0,0
433,-0.526392767,0,-0.665984087,-0.424405729,-0.352558951,0,-0.615297589,0,0,0,0,0,0,0,0
434,0.071864576,0,-0.031230601,-0.600172098,-0.543910768,0,1.053514795,0,0,0,0,0,0,0,0
435,-1.493622422,0,-0.930323113,-2.337824938,-0.893486502,0,0.512033175,0,0,0,0,0,0,0,0
436,-1.068272985,0,-0.99518751,-1.850048132,-1.970980096,0,-0.884562804,0,0,0,0,0,0,0,0
437,-0.928994915,0,-0.062618326,0.320602469,0.135311276,0,0.399410866,0,0,0,0,0,0,0,0
438,-0.136327071,0,-0.148358817,-0.237356368,-0.268767622,0,0.556618913,0,0,0,0,0,0,0,0
439,-0.981472796,0,-0.603645526,-0.568860033,-1.639488888,0,0.073206614,0,0,0,0,0,0,0,0
440,-2.094996348,0,-0.816583439,-2.252547401,-1.02002836,0,0.584328836,0,0,0,0,0,0,0,0
441,-1.683661265,0,-1.321130644,-1.690061435,-0.932345628,0,-0.593546795,0,0,0,0,0,0,0,0
442,-0.552056648,0,-0.358996028,-1.261030966,-0.666658105,0,0.052656687,0,0,0,0,0,0,0,0
443,-1.166818428,0,-1.159346105,-1.513168935,-0.726686275,0,-0.741241089,0,0,0,0,0,0,0,0
444,-0.48188315,0,-0.592630112,-0.246495513,0.290688726,0,0.232862992,0,0,0,0,0,0,0,0
445,-2.50025097,0,-1.912622437,-2.194281319,-1.942254072,0,-0.215313545,0,0,0,0,0,0,0,0
446,-1.121009216,0,-0.746716733,-1.7019933,-0.545105177,0,-0.33384239,0,0,0,0,0,0,0,0
447,-0.294974499,0,0.258907017,0.204073073,0.025889282,0,1.443264474,0,0,0,0,0,0,0,0
448,-0.925903015,0,-1.545297341,-1.766299476,-1.180270178,0,-1.098700662,0,0,0,0,0,0,0,0
449,-1.250287743,0,-0.0069918,-0.859870505,0.158670301,0,0.021179924,0,0,0,0,0,0,0,0
450,-0.317455133,0,-0.3620644,-0.747582668,-0.286934727,0,-0.04320145,0,0,0,0,0,0,0,0
451,-0.445971987,0,-0.515736737,0.178406425,0.853068584,0,1.020128084,0,0,0,0,0,0,0,0
452,-0.526378005,0,-0.349959301,-2.224155618,-0.879099616,0,0.303806927,0,0,0,0,0,0,0,0
453,-1.465608476,0,-1.311129717,-1.634030313,-0.765776532,0,0.496335622,0,0,0,0,0,0,0,0
454,-1.537045122,0,-1.291548604,-1.022377042,-1.198821119,0,1.108877896,0,0,0,0,0,0,0,0
455,-1.901183744,0,-1.00805705,-1.442451518,-1.262301035,0,-0.798391421,0,0,0,0,0,0,0,0
456,-1.225306184,0,-0.833647943,-0.520166523,0.09891386,0,0.311524683,0,0,0,0,0,0,0,0
457,-0.772563304,0,0.0130668,-0.761588949,-0.972963842,0,0.490825839,0,0,0,0,0,0,0,0
458,-2.948059589,0,-1.105251689,-1.679469531,-1.942519804,0,-0.812613147,0,0,0,0,0,0,0,0
459,-1.372823786,0,-0.982000108,-1.304137648,-0.492685425,0,0.241383018,0,0,0,0,0,0,0,0
460,-1.049645001,0,-0.908838973,-0.515237106,0.329322717,0,-0.236673124,0,0,0,0,0,0,0,0
461,-2.230527645,0,-1.845433579,-2.786725318,-1.205859321,0,-2.274610754,0,0,0,0,0,0,0,0
462,-2.448039513,0,-1.585502656,-2.246805795,-0.989958222,0,-0.8393072,0,0,0,0,0,0,0,0
463,-1.806248978,0,-1.922365015,-1.870028535,-0.8262928,0,0.19608451,0,0,0,0,0,0,0,0
464,-1.503533388,0,-0.683087804,-2.020613585,-0.664505954,0,0.027521042,0,0,0,0,0,0,0,0
465,-1.475027654,0,-1.018845023,-1.418370495,-0.08615589,0,-0.868605516,0,0,0,0,0,0,0,0
466,-0.631388665,0,0.302213459,-0.283775471,-0.321585048,0,0.759751507,0,0,0,0,0,0,0,0
467,-1.668387914,0,-0.932153249,-2.485671705,-1.622299361,0,-0.587179381,0,0,0,0,0,0,0,0
468,0.617384766,0,1.105423383,0.39367964,1.28319289,0,1.218243145,0,0,0,0,0,0,0,0
469,-0.635547184,0,0.087659472,-0.37455887,-0.178592269,0,0.457139257,0,0,0,0,0,0,0,0
470,-2.232325487,0,-1.867524843,-2.352445723,-1.906031043,0,-0.417869003,0,0,0,0,0,0,0,0
471,-2.688922863,0,-3.050038555,-3.127504683,-2.249244207,0,-0.15017419,0,0,0,0,0,0,0,0
472,-1.64110773,0,-0.376353482,-0.523004687,0.092991639,0,0.626287705,0,0,0,0,0,0,0,0
473,-0.57591023,0,0.031381996,-0.379081385,0.792008858,0,0.113791151,0,0,0,0,0,0,0,0
474,-0.684715412,0,0.385684158,-0.805442541,-0.259091477,0,0.508548675,0,0,0,0,0,0,0,0
475,-3.321877815,0,-2.749682949,-2.936886166,-3.00640087,0,-1.530334933,0,0,0,0,0,0,0,0
476,-1.621460415,0,-0.976855245,-1.403615459,-1.747339327,0,-1.017815773,0,0,0,0,0,0,0,0
477,-0.754256873,0,-0.038830715,-0.820695362,0.330500979,0,0.229632229,0,0,0,0,0,0,0,0
478,0.203263421,0,0.445102898,0.098122201,0.502296134,0,-0.038414125,0,0,0,0,0,0,0,0
479,-0.752224671,0,-0.139930598,0.162667812,0.21921102,0,0.627178091,0,0,0,0,0,0,0,0
480,-1.861057087,0,-1.646825346,-1.439440813,-1.407459805,0,-2.539181373,0,0,0,0,0,0,0,0
481,-2.289308814,0,-2.277395632,-2.607809381,-1.794928619,0,0.077311617,0,0,0,0,0,0,0,0
482,-2.594973058,0,-3.014379975,-3.182534696,-1.540296416,0,-0.846491185,0,0,0,0,0,0,0,0
483,-0.727179447,0,0.143717812,-0.578865112,-0.368584056,0,0.461382662,0,0,0,0,0,0,0,0
484,-2.054954347,0,-1.489766543,-1.767516491,-1.874936269,0,-1.108201035,0,0,0,0,0,0,0,0
485,-0.687545271,0,0.484352778,-0.058330171,-0.262261344,0,0.051799518,0,0,0,0,0,0,0,0
486,-0.736937249,0,-0.247006216,-2.285560657,-0.965353117,0,-1.123504604,0,0,0,0,0,0,0,0
487,-1.271269945,0,-0.829668885,0.423095137,-0.92477181,0,0.561116517,0,0,0,0,0,0,0,0
488,-1.839690589,0,-1.67146436,-2.323796051,-1.895575004,0,-1.276959651,0,0,0,0,0,0,0,0
489,-0.554793316,0,0.241574013,0.433155577,-0.083778605,0,0.382377273,0,0,0,0,0,0,0,0
490,-0.578930622,0,-0.241387557,-0.292911386,-0.320829835,0,-0.281787558,0,0,0,0,0,0,0,0
491,-0.244335058,0,0.404185274,-0.669481505,-0.086446996,0,1.057153845,0,0,0,0,0,0,0,0
492,-1.624315878,0,-0.552465856,-1.324553787,-0.677456228,0,-2.021625996,0,0,0,0,0,0,0,0
493,-3.510251106,0,-1.664423389,-3.017648799,-2.110644538,0,-0.94034434,0,0,0,0,0,0,0,0
494,-2.43239709,0,-2.505537465,-3.403636943,-2.246466941,0,0.605116814,0,0,0,0,0,0,0,0
